accession_version,taxid
NZ_CP061773.1,"IntegerElement(2726427, attributes={})"
NZ_CP066142.1,"IntegerElement(582, attributes={})"
NZ_CP094665.1,"IntegerElement(89053, attributes={})"
NC_007520.2,"IntegerElement(317025, attributes={})"
NZ_LN515532.1,"IntegerElement(1562970, attributes={})"
NZ_CP041270.1,"IntegerElement(1352, attributes={})"
NZ_CP013689.1,"IntegerElement(102684, attributes={})"
NZ_CP015906.1,"IntegerElement(1360, attributes={})"
NZ_AP024547.1,"IntegerElement(666, attributes={})"
NZ_CP061854.1,"IntegerElement(38294, attributes={})"
NZ_CP026328.1,"IntegerElement(33059, attributes={})"
NZ_CP071784.1,"IntegerElement(40324, attributes={})"
NZ_CP014056.1,"IntegerElement(673, attributes={})"
NZ_CP020450.1,"IntegerElement(1302, attributes={})"
NZ_AP017973.1,"IntegerElement(1613, attributes={})"
NC_021194.1,"IntegerElement(1310115, attributes={})"
NC_017562.1,"IntegerElement(788929, attributes={})"
NZ_CP009499.1,"IntegerElement(1299331, attributes={})"
NZ_CP020431.1,"IntegerElement(1839799, attributes={})"
NZ_CP061073.1,"IntegerElement(287, attributes={})"
NZ_CP036419.1,"IntegerElement(1063, attributes={})"
NZ_AP018537.1,"IntegerElement(2109692, attributes={})"
NZ_CP019701.1,"IntegerElement(359, attributes={})"
NZ_CP059349.1,"IntegerElement(470, attributes={})"
NZ_CP020026.1,"IntegerElement(1898103, attributes={})"
NZ_LT827128.1,"IntegerElement(1841863, attributes={})"
NZ_CP059347.1,"IntegerElement(587, attributes={})"
NC_018692.1,"IntegerElement(1004785, attributes={})"
NZ_CP041071.1,"IntegerElement(2026188, attributes={})"
NZ_CP022082.1,"IntegerElement(292, attributes={})"
NZ_CP031837.1,"IntegerElement(1509, attributes={})"
NZ_CP016194.1,"IntegerElement(180843, attributes={})"
NZ_CP015894.1,"IntegerElement(1359, attributes={})"
NZ_CP068634.1,"IntegerElement(670, attributes={})"
NZ_CP024202.1,"IntegerElement(2049332, attributes={})"
NC_017469.1,"IntegerElement(353496, attributes={})"
NZ_CP040678.1,"IntegerElement(2583824, attributes={})"
NZ_CP015907.1,"IntegerElement(1359, attributes={})"
NZ_AP024549.1,"IntegerElement(666, attributes={})"
NZ_CP069179.1,"IntegerElement(1359, attributes={})"
NZ_CP041261.1,"IntegerElement(1352, attributes={})"
NZ_CP010051.2,"IntegerElement(2371, attributes={})"
NZ_CP085708.1,"IntegerElement(2884832, attributes={})"
NZ_CP039157.1,"IntegerElement(1280, attributes={})"
NZ_LS483299.1,"IntegerElement(75985, attributes={})"
NZ_CP039025.1,"IntegerElement(400667, attributes={})"
NZ_CP032398.1,"IntegerElement(485, attributes={})"
NZ_CP009880.1,"IntegerElement(1484158, attributes={})"
NZ_CP020815.1,"IntegerElement(33934, attributes={})"
NC_020834.1,"IntegerElement(1249526, attributes={})"
NZ_AP026612.1,"IntegerElement(1352, attributes={})"
NZ_FO203512.1,"IntegerElement(698738, attributes={})"
NZ_CP104932.1,"IntegerElement(2035, attributes={})"
NZ_CP061855.1,"IntegerElement(38294, attributes={})"
NZ_LR134357.1,"IntegerElement(1659, attributes={})"
NZ_CP051128.1,"IntegerElement(1404, attributes={})"
NC_016933.1,"IntegerElement(1001542, attributes={})"
NZ_CP014034.1,"IntegerElement(676, attributes={})"
NZ_CP014049.1,"IntegerElement(672, attributes={})"
NZ_CP020423.1,"IntegerElement(487, attributes={})"
NZ_CP065367.1,"IntegerElement(47951, attributes={})"
NZ_CP039429.1,"IntegerElement(2567883, attributes={})"
NZ_CP025618.1,"IntegerElement(108981, attributes={})"
NC_010831.1,"IntegerElement(331678, attributes={})"
NZ_CP022088.1,"IntegerElement(37326, attributes={})"
NZ_CP091377.1,"IntegerElement(470, attributes={})"
NZ_CP015909.1,"IntegerElement(1359, attributes={})"
NZ_CP091372.1,"IntegerElement(470, attributes={})"
NZ_CP014449.1,"IntegerElement(1352, attributes={})"
NZ_CP033837.1,"IntegerElement(859, attributes={})"
NC_008022.1,"IntegerElement(370552, attributes={})"
NZ_CP023010.1,"IntegerElement(1117645, attributes={})"
NZ_CP021257.1,"IntegerElement(91892, attributes={})"
NZ_CP041667.1,"IntegerElement(2594789, attributes={})"
NZ_CP040437.1,"IntegerElement(40324, attributes={})"
NZ_CP041732.1,"IntegerElement(2593958, attributes={})"
NZ_CP009407.1,"IntegerElement(1299325, attributes={})"
NC_002945.3,"IntegerElement(233413, attributes={})"
NZ_CP030818.1,"IntegerElement(487, attributes={})"
NZ_CP037865.1,"IntegerElement(44283, attributes={})"
NZ_CP036246.1,"IntegerElement(1935204, attributes={})"
NZ_CP047226.1,"IntegerElement(34062, attributes={})"
NZ_CP029774.1,"IntegerElement(1768108, attributes={})"
NC_015137.1,"IntegerElement(640510, attributes={})"
NZ_CP029607.1,"IntegerElement(103721, attributes={})"
NZ_CP008859.1,"IntegerElement(287, attributes={})"
NZ_CP018020.2,"IntegerElement(439334, attributes={})"
NZ_CP018020.1,"IntegerElement(439334, attributes={})"
NZ_CP043870.1,"IntegerElement(584, attributes={})"
NZ_CP026008.1,"IntegerElement(293389, attributes={})"
NZ_CP020408.1,"IntegerElement(666, attributes={})"
NZ_CP031332.1,"IntegerElement(487, attributes={})"
NZ_CP010855.1,"IntegerElement(988812, attributes={})"
NZ_CP026750.1,"IntegerElement(470, attributes={})"
NC_009455.1,"IntegerElement(216389, attributes={})"
NZ_CP044983.1,"IntegerElement(29459, attributes={})"
NZ_CP087278.1,"IntegerElement(305, attributes={})"
NZ_CP020422.1,"IntegerElement(487, attributes={})"
NZ_LR590468.1,"IntegerElement(585, attributes={})"
NZ_CP021417.1,"IntegerElement(2320431, attributes={})"
NC_008343.1,"IntegerElement(391165, attributes={})"
NZ_CP021260.1,"IntegerElement(446, attributes={})"
NZ_LR134345.1,"IntegerElement(1774, attributes={})"
NC_003909.8,"IntegerElement(222523, attributes={})"
NZ_CP025285.1,"IntegerElement(337330, attributes={})"
NC_016625.1,"IntegerElement(1097668, attributes={})"
NZ_LR134324.1,"IntegerElement(40324, attributes={})"
NZ_CP028835.1,"IntegerElement(1351, attributes={})"
NZ_CP022038.1,"IntegerElement(43674, attributes={})"
NZ_OD940434.1,"IntegerElement(1351, attributes={})"
NZ_CP024922.1,"IntegerElement(492670, attributes={})"
NC_016590.1,"IntegerElement(1097668, attributes={})"
NZ_CP043234.1,"IntegerElement(1428, attributes={})"
NZ_CP065227.1,"IntegerElement(47951, attributes={})"
NZ_CP064831.1,"IntegerElement(180434, attributes={})"
NC_015497.1,"IntegerElement(983545, attributes={})"
NZ_CP013732.1,"IntegerElement(1395570, attributes={})"
NZ_CP095860.1,"IntegerElement(2930532, attributes={})"
NZ_CP014024.1,"IntegerElement(588, attributes={})"
NZ_CP009449.1,"IntegerElement(1765, attributes={})"
NZ_CP008744.1,"IntegerElement(33892, attributes={})"
NZ_CP006957.2,"IntegerElement(1222034, attributes={})"
NZ_LR723675.1,"IntegerElement(136098, attributes={})"
NZ_CP007779.1,"IntegerElement(95486, attributes={})"
NZ_CP010339.1,"IntegerElement(1773, attributes={})"
NZ_CP040040.1,"IntegerElement(470, attributes={})"
NZ_CP040902.1,"IntegerElement(2584943, attributes={})"
NZ_CP015626.1,"IntegerElement(283734, attributes={})"
NZ_CP016320.1,"IntegerElement(1869170, attributes={})"
NZ_CP016490.1,"IntegerElement(1118153, attributes={})"
NC_021716.1,"IntegerElement(1300253, attributes={})"
NZ_LT700187.1,"IntegerElement(1805714, attributes={})"
NZ_AP018515.1,"IntegerElement(146474, attributes={})"
NZ_CP107049.1,"IntegerElement(106654, attributes={})"
NZ_CP014260.1,"IntegerElement(358, attributes={})"
NZ_LS483467.1,"IntegerElement(126385, attributes={})"
NZ_CP015317.1,"IntegerElement(1834519, attributes={})"
NZ_CP041586.1,"IntegerElement(485, attributes={})"
NZ_CP094359.1,"IntegerElement(2927876, attributes={})"
NZ_AP017626.1,"IntegerElement(1885025, attributes={})"
NZ_AP017308.1,"IntegerElement(1752064, attributes={})"
NZ_LR735432.1,"IntegerElement(1282, attributes={})"
NZ_CP060141.1,"IntegerElement(1280, attributes={})"
NZ_CP060211.1,"IntegerElement(585, attributes={})"
NZ_CP016767.1,"IntegerElement(1423, attributes={})"
NZ_CP091875.1,"IntegerElement(1280, attributes={})"
NZ_CP018456.1,"IntegerElement(38313, attributes={})"
NZ_CP039167.1,"IntegerElement(1280, attributes={})"
NZ_CP013984.1,"IntegerElement(483913, attributes={})"
NZ_CP014139.1,"IntegerElement(1314, attributes={})"
NZ_CP042834.1,"IntegerElement(1352, attributes={})"
NZ_CP028326.1,"IntegerElement(2108362, attributes={})"
NZ_CP028367.1,"IntegerElement(2136172, attributes={})"
NZ_CP030775.1,"IntegerElement(1492, attributes={})"
NZ_CP035684.1,"IntegerElement(28172, attributes={})"
NZ_CP021274.1,"IntegerElement(3423900, attributes={})"
NZ_CP020454.1,"IntegerElement(190893, attributes={})"
NZ_CP020428.1,"IntegerElement(670, attributes={})"
NZ_CP020415.1,"IntegerElement(485, attributes={})"
NZ_CP020382.1,"IntegerElement(1779382, attributes={})"
NZ_CP022204.1,"IntegerElement(29459, attributes={})"
NZ_CP022095.1,"IntegerElement(1770, attributes={})"
NZ_CP021517.1,"IntegerElement(487, attributes={})"
NZ_CP022058.1,"IntegerElement(253, attributes={})"
NZ_AP025689.1,"IntegerElement(2929796, attributes={})"
NZ_CP003494.1,"IntegerElement(998092, attributes={})"
NZ_CP063276.1,"IntegerElement(72360, attributes={})"
NZ_CP046853.1,"IntegerElement(29494, attributes={})"
NZ_CP006957.1,"IntegerElement(1222034, attributes={})"
NZ_CP060796.1,"IntegerElement(1351, attributes={})"
NZ_LM997411.1,"IntegerElement(1156937, attributes={})"
NC_017567.1,"IntegerElement(663954, attributes={})"
NZ_CP110036.1,"IntegerElement(1351, attributes={})"
NZ_AP018280.1,"IntegerElement(2005461, attributes={})"
NC_020518.1,"IntegerElement(1110693, attributes={})"
NC_021712.1,"IntegerElement(1300257, attributes={})"
NZ_CP006772.1,"IntegerElement(1400053, attributes={})"
NZ_CP045428.1,"IntegerElement(470, attributes={})"
NZ_CP045137.1,"IntegerElement(1283, attributes={})"
NZ_CP044985.1,"IntegerElement(29459, attributes={})"
NZ_CP009416.1,"IntegerElement(1508404, attributes={})"
NZ_OD940422.1,"IntegerElement(1351, attributes={})"
NZ_LR134392.1,"IntegerElement(1402, attributes={})"
NZ_CP086401.1,"IntegerElement(1940789, attributes={})"
NZ_LT606947.1,"IntegerElement(576610, attributes={})"
NZ_CP091337.1,"IntegerElement(470, attributes={})"
NZ_CP110294.1,"IntegerElement(1352, attributes={})"
NC_013062.1,"IntegerElement(531844, attributes={})"
NZ_CP020418.1,"IntegerElement(485, attributes={})"
NZ_CP020438.1,"IntegerElement(1335, attributes={})"
NZ_CP020453.1,"IntegerElement(190893, attributes={})"
NZ_CP015900.1,"IntegerElement(1359, attributes={})"
NZ_CP040503.1,"IntegerElement(649743, attributes={})"
NZ_CP040466.1,"IntegerElement(1886, attributes={})"
NZ_CP020377.1,"IntegerElement(1296, attributes={})"
NZ_CP020402.1,"IntegerElement(487, attributes={})"
NC_010336.1,"IntegerElement(484022, attributes={})"
NZ_AP018172.1,"IntegerElement(1954171, attributes={})"
NC_009707.1,"IntegerElement(360109, attributes={})"
NZ_CP016501.1,"IntegerElement(1311, attributes={})"
NC_016937.1,"IntegerElement(1001534, attributes={})"
NZ_CP021888.1,"IntegerElement(492670, attributes={})"
NZ_CP009422.1,"IntegerElement(487, attributes={})"
NZ_CP021086.1,"IntegerElement(1590, attributes={})"
NZ_AP017968.1,"IntegerElement(856, attributes={})"
NZ_CP014291.1,"IntegerElement(470, attributes={})"
NC_012032.1,"IntegerElement(480224, attributes={})"
NZ_CP009914.1,"IntegerElement(1273687, attributes={})"
NZ_CP006690.1,"IntegerElement(1051650, attributes={})"
NZ_CP027778.1,"IntegerElement(1491, attributes={})"
NZ_CP025834.1,"IntegerElement(239935, attributes={})"
NZ_CP017070.1,"IntegerElement(79881, attributes={})"
NZ_CP027805.1,"IntegerElement(1598, attributes={})"
NZ_CP018324.1,"IntegerElement(337330, attributes={})"
NC_018024.1,"IntegerElement(891968, attributes={})"
NZ_CP026532.1,"IntegerElement(666, attributes={})"
NZ_CP014609.1,"IntegerElement(76853, attributes={})"
NZ_CP034842.1,"IntegerElement(143388, attributes={})"
NZ_AP019853.1,"IntegerElement(485, attributes={})"
NZ_CP034971.1,"IntegerElement(170679, attributes={})"
NC_017214.1,"IntegerElement(552531, attributes={})"
NZ_CP012366.1,"IntegerElement(53345, attributes={})"
NZ_CP039849.1,"IntegerElement(1605, attributes={})"
NZ_CP022244.1,"IntegerElement(670, attributes={})"
NZ_CP079720.1,"IntegerElement(38875, attributes={})"
NZ_CP012384.1,"IntegerElement(53345, attributes={})"
NZ_CP047437.1,"IntegerElement(2133, attributes={})"
NZ_CP009676.1,"IntegerElement(1295, attributes={})"
NZ_CP022319.1,"IntegerElement(293387, attributes={})"
NZ_CP039734.1,"IntegerElement(1854492, attributes={})"
NZ_CP014259.1,"IntegerElement(358, attributes={})"
NZ_CP040233.1,"IntegerElement(1280, attributes={})"
NZ_CP045503.1,"IntegerElement(2593656, attributes={})"
NZ_CP014031.1,"IntegerElement(569, attributes={})"
NZ_CP023965.1,"IntegerElement(585, attributes={})"
NZ_LR134347.1,"IntegerElement(1771, attributes={})"
NZ_CP029616.1,"IntegerElement(1624, attributes={})"
NZ_CP046790.1,"IntegerElement(676, attributes={})"
NC_020164.1,"IntegerElement(1194526, attributes={})"
NZ_LR735434.1,"IntegerElement(1282, attributes={})"
NC_018693.1,"IntegerElement(1195464, attributes={})"
NZ_CP014047.1,"IntegerElement(670, attributes={})"
NZ_CP064339.1,"IntegerElement(1360, attributes={})"
NZ_LR134390.1,"IntegerElement(856, attributes={})"
NZ_CP060291.1,"IntegerElement(2762330, attributes={})"
NZ_CP007156.1,"IntegerElement(1451189, attributes={})"
NZ_CP019593.1,"IntegerElement(1280, attributes={})"
NZ_CP020419.1,"IntegerElement(485, attributes={})"
NZ_CP015902.1,"IntegerElement(1360, attributes={})"
NZ_CP007436.1,"IntegerElement(1408, attributes={})"
NZ_CP020400.1,"IntegerElement(480, attributes={})"
NZ_CP018173.1,"IntegerElement(1423, attributes={})"
NZ_CP017153.1,"IntegerElement(119856, attributes={})"
NZ_OD940437.1,"IntegerElement(1351, attributes={})"
NZ_OD940420.1,"IntegerElement(1351, attributes={})"
NZ_CP049133.1,"IntegerElement(105219, attributes={})"
NZ_CP007785.1,"IntegerElement(292, attributes={})"
NZ_CP022040.1,"IntegerElement(28132, attributes={})"
NZ_CP021237.1,"IntegerElement(1986952, attributes={})"
NZ_CP061772.1,"IntegerElement(2726427, attributes={})"
NZ_CP014858.1,"IntegerElement(135461, attributes={})"
NZ_CP015409.1,"IntegerElement(239935, attributes={})"
NZ_CP037934.1,"IntegerElement(2547598, attributes={})"
NZ_CP020894.1,"IntegerElement(450, attributes={})"
NZ_CP020894.2,"IntegerElement(450, attributes={})"
NZ_AP018255.1,"IntegerElement(2005469, attributes={})"
NZ_CP094645.1,"IntegerElement(1359185, attributes={})"
NZ_CP008984.1,"IntegerElement(272556, attributes={})"
NZ_CP034486.1,"IntegerElement(1280, attributes={})"
NZ_CP006903.1,"IntegerElement(1415774, attributes={})"
NZ_AP014633.1,"IntegerElement(40754, attributes={})"
NZ_LN997863.1,"IntegerElement(981386, attributes={})"
NZ_CP009611.1,"IntegerElement(1423, attributes={})"
NZ_LN906634.1,"IntegerElement(927703, attributes={})"
NZ_CP007451.1,"IntegerElement(1168034, attributes={})"
NZ_CP010997.1,"IntegerElement(1408, attributes={})"
NZ_CP010519.1,"IntegerElement(1888, attributes={})"
NZ_CP035899.1,"IntegerElement(1390, attributes={})"
NZ_AP018203.1,"IntegerElement(1973484, attributes={})"
NC_021593.1,"IntegerElement(1281781, attributes={})"
NZ_CP068511.1,"IntegerElement(1359, attributes={})"
NZ_CP035685.1,"IntegerElement(28172, attributes={})"
NZ_CP030820.1,"IntegerElement(487, attributes={})"
NZ_CP007060.1,"IntegerElement(751944, attributes={})"
NC_020417.1,"IntegerElement(543913, attributes={})"
NZ_CP040047.1,"IntegerElement(470, attributes={})"
NZ_CP030819.1,"IntegerElement(487, attributes={})"
NZ_CP010113.1,"IntegerElement(1770, attributes={})"
NZ_CP041015.1,"IntegerElement(1423, attributes={})"
NZ_CP077197.1,"IntegerElement(666, attributes={})"
NZ_CP035156.1,"IntegerElement(1590, attributes={})"
NC_011658.1,"IntegerElement(405534, attributes={})"
NC_011595.1,"IntegerElement(557600, attributes={})"
NC_011883.1,"IntegerElement(525146, attributes={})"
NZ_CP015903.1,"IntegerElement(1360, attributes={})"
NC_009632.1,"IntegerElement(359787, attributes={})"
NC_014538.1,"IntegerElement(573062, attributes={})"
NC_013890.1,"IntegerElement(633145, attributes={})"
NZ_CP015028.1,"IntegerElement(1524976, attributes={})"
NZ_CP022096.1,"IntegerElement(170573, attributes={})"
NC_012857.1,"IntegerElement(428406, attributes={})"
NZ_CP060161.1,"IntegerElement(52133, attributes={})"
NZ_CP089514.1,"IntegerElement(1423, attributes={})"
NZ_CP020412.1,"IntegerElement(450, attributes={})"
NZ_CP020002.1,"IntegerElement(1428, attributes={})"
NZ_CP020407.1,"IntegerElement(666, attributes={})"
NZ_CP053688.1,"IntegerElement(1670, attributes={})"
NZ_CP019594.1,"IntegerElement(1280, attributes={})"
NZ_CP019595.1,"IntegerElement(1280, attributes={})"
NC_007644.1,"IntegerElement(264732, attributes={})"
NC_016771.1,"IntegerElement(334406, attributes={})"
NZ_LR134405.1,"IntegerElement(758, attributes={})"
NZ_LR134488.1,"IntegerElement(747, attributes={})"
NZ_CP023746.1,"IntegerElement(172045, attributes={})"
NZ_CP024185.2,"IntegerElement(34062, attributes={})"
NZ_CP024176.2,"IntegerElement(34062, attributes={})"
NZ_CP045453.1,"IntegerElement(1854493, attributes={})"
NC_016148.1,"IntegerElement(580340, attributes={})"
NZ_LR134223.1,"IntegerElement(548, attributes={})"
NZ_CP079699.1,"IntegerElement(1580, attributes={})"
NZ_CP042213.1,"IntegerElement(1351, attributes={})"
NZ_CP042216.1,"IntegerElement(1351, attributes={})"
NZ_LR134328.1,"IntegerElement(1783501, attributes={})"
NZ_CP025305.1,"IntegerElement(28450, attributes={})"
NZ_LR595899.1,"IntegerElement(28450, attributes={})"
NZ_CP046803.1,"IntegerElement(1763883, attributes={})"
NZ_CP046852.1,"IntegerElement(29494, attributes={})"
NC_015558.1,"IntegerElement(936154, attributes={})"
NZ_CP014042.1,"IntegerElement(674, attributes={})"
NZ_LR735429.1,"IntegerElement(1282, attributes={})"
NZ_CP095119.1,"IntegerElement(1280, attributes={})"
NZ_CP094783.1,"IntegerElement(1280, attributes={})"
NZ_CP006869.1,"IntegerElement(1386087, attributes={})"
NZ_CP016823.1,"IntegerElement(47715, attributes={})"
NZ_CP021338.1,"IntegerElement(492670, attributes={})"
NZ_CP019574.1,"IntegerElement(1280, attributes={})"
NZ_CP019591.1,"IntegerElement(1280, attributes={})"
NZ_CP011800.1,"IntegerElement(1444770, attributes={})"
NZ_CP027403.1,"IntegerElement(32021, attributes={})"
NZ_CP009748.1,"IntegerElement(1423, attributes={})"
NZ_CP083409.1,"IntegerElement(34062, attributes={})"
NZ_CP005081.1,"IntegerElement(1295010, attributes={})"
NZ_CP017038.1,"IntegerElement(712710, attributes={})"
NZ_CP033041.1,"IntegerElement(1352, attributes={})"
NZ_CP103908.1,"IntegerElement(1254, attributes={})"
NZ_CP017155.1,"IntegerElement(119856, attributes={})"
NZ_CP017154.1,"IntegerElement(119856, attributes={})"
NZ_CP020659.1,"IntegerElement(1009714, attributes={})"
NZ_CP028482.1,"IntegerElement(670, attributes={})"
NZ_CP010517.1,"IntegerElement(1267562, attributes={})"
NZ_CP021272.1,"IntegerElement(3423900, attributes={})"
NZ_CP030822.1,"IntegerElement(487, attributes={})"
NZ_CP019743.1,"IntegerElement(1580, attributes={})"
NZ_CP029478.1,"IntegerElement(2070539, attributes={})"
NZ_CP019644.1,"IntegerElement(96942, attributes={})"
NZ_CP099514.1,"IntegerElement(1178540, attributes={})"
NZ_CP020433.1,"IntegerElement(1338, attributes={})"
NZ_CP015904.1,"IntegerElement(1360, attributes={})"
NZ_CP031612.1,"IntegerElement(639310, attributes={})"
NZ_CP029397.1,"IntegerElement(1871111, attributes={})"
NZ_LR134521.1,"IntegerElement(2047, attributes={})"
NZ_CP049037.1,"IntegerElement(1591409, attributes={})"
NC_008254.1,"IntegerElement(266779, attributes={})"
NZ_LR135185.1,"IntegerElement(1352, attributes={})"
NC_022532.1,"IntegerElement(1247189, attributes={})"
NZ_AP018530.1,"IntegerElement(2109685, attributes={})"
NZ_AP018535.1,"IntegerElement(2109690, attributes={})"
NZ_CP042272.1,"IntegerElement(1406, attributes={})"
NC_022907.1,"IntegerElement(1407053, attributes={})"
NZ_CP070847.1,"IntegerElement(1590, attributes={})"
NZ_CP039702.1,"IntegerElement(1492, attributes={})"
NC_012792.1,"IntegerElement(543728, attributes={})"
NZ_LT699704.1,"IntegerElement(1280, attributes={})"
NZ_LR134362.1,"IntegerElement(749, attributes={})"
NC_016513.1,"IntegerElement(754507, attributes={})"
NZ_CP058333.1,"IntegerElement(287, attributes={})"
NZ_CP053028.1,"IntegerElement(208964, attributes={})"
NZ_CP034120.1,"IntegerElement(2489595, attributes={})"
NZ_CP110020.1,"IntegerElement(1351, attributes={})"
NZ_LR735421.1,"IntegerElement(1282, attributes={})"
NZ_CP042399.1,"IntegerElement(46256, attributes={})"
NZ_LR134187.1,"IntegerElement(179997, attributes={})"
NZ_CP040229.1,"IntegerElement(1280, attributes={})"
NZ_AP024550.1,"IntegerElement(666, attributes={})"
NC_021224.2,"IntegerElement(767468, attributes={})"
NZ_CP049028.1,"IntegerElement(2745590, attributes={})"
NZ_CP026600.1,"IntegerElement(2082193, attributes={})"
NC_011969.1,"IntegerElement(361100, attributes={})"
NZ_CP015195.1,"IntegerElement(1823760, attributes={})"
NC_010678.1,"IntegerElement(402626, attributes={})"
NZ_CP040665.1,"IntegerElement(1280, attributes={})"
NC_011769.1,"IntegerElement(883, attributes={})"
NZ_CP012119.1,"IntegerElement(46170, attributes={})"
NZ_LS483412.1,"IntegerElement(91890, attributes={})"
NZ_CP064173.1,"IntegerElement(47951, attributes={})"
NZ_CP024180.2,"IntegerElement(34062, attributes={})"
NZ_CP046765.1,"IntegerElement(676, attributes={})"
NZ_LR735440.1,"IntegerElement(1282, attributes={})"
NZ_CP014252.1,"IntegerElement(1639, attributes={})"
NZ_CP046826.1,"IntegerElement(674, attributes={})"
NZ_CP023179.1,"IntegerElement(1396, attributes={})"
NZ_CP081199.1,"IntegerElement(1408, attributes={})"
NZ_CP012373.1,"IntegerElement(288004, attributes={})"
NZ_CP042650.1,"IntegerElement(1280, attributes={})"
NZ_LS483344.1,"IntegerElement(1314, attributes={})"
NZ_CP022039.1,"IntegerElement(72000, attributes={})"
NC_013172.1,"IntegerElement(446465, attributes={})"
NZ_CP013231.1,"IntegerElement(1280, attributes={})"
NZ_LR890525.1,"IntegerElement(292, attributes={})"
NZ_LR134353.1,"IntegerElement(1776, attributes={})"
NZ_AP017895.1,"IntegerElement(172042, attributes={})"
NZ_CP008872.1,"IntegerElement(287, attributes={})"
NZ_CP053634.1,"IntegerElement(1280, attributes={})"
NZ_CP008855.1,"IntegerElement(1565991, attributes={})"
NZ_CP110019.1,"IntegerElement(1351, attributes={})"
NZ_CP017253.1,"IntegerElement(394958, attributes={})"
NZ_AP024548.1,"IntegerElement(666, attributes={})"
NZ_AP024551.1,"IntegerElement(666, attributes={})"
NC_008024.1,"IntegerElement(370554, attributes={})"
NC_008023.1,"IntegerElement(370553, attributes={})"
NZ_CP007504.1,"IntegerElement(34085, attributes={})"
NC_007348.1,"IntegerElement(264198, attributes={})"
NZ_CP035368.1,"IntegerElement(729, attributes={})"
NZ_CP018889.1,"IntegerElement(288004, attributes={})"
NZ_AP018202.1,"IntegerElement(2005468, attributes={})"
NC_021830.2,"IntegerElement(930781, attributes={})"
NZ_CP040230.1,"IntegerElement(1280, attributes={})"
NZ_CP017968.2,"IntegerElement(1406, attributes={})"
NZ_CP039917.1,"IntegerElement(358, attributes={})"
NZ_CP086394.1,"IntegerElement(1890280, attributes={})"
NZ_CP009828.1,"IntegerElement(1280, attributes={})"
NZ_CP039846.1,"IntegerElement(438, attributes={})"
NZ_CP019882.1,"IntegerElement(758802, attributes={})"
NZ_CP094758.1,"IntegerElement(1280, attributes={})"
NZ_CP095109.1,"IntegerElement(1280, attributes={})"
NC_002971.3,"IntegerElement(227377, attributes={})"
NZ_CP058414.1,"IntegerElement(1190813, attributes={})"
NZ_CP047038.1,"IntegerElement(1063, attributes={})"
NZ_CP017156.1,"IntegerElement(1898474, attributes={})"
NZ_CP015399.1,"IntegerElement(1834196, attributes={})"
NZ_CP015407.1,"IntegerElement(302912, attributes={})"
NZ_CP015410.1,"IntegerElement(1351, attributes={})"
NC_008309.1,"IntegerElement(205914, attributes={})"
NC_009481.1,"IntegerElement(32051, attributes={})"
NC_010674.1,"IntegerElement(935198, attributes={})"
NZ_CP020414.1,"IntegerElement(44275, attributes={})"
NZ_LS483520.1,"IntegerElement(1314, attributes={})"
NZ_CP020437.1,"IntegerElement(1839798, attributes={})"
NZ_CP016797.1,"IntegerElement(1580, attributes={})"
NZ_CP060137.1,"IntegerElement(2760090, attributes={})"
NZ_LS483310.1,"IntegerElement(1280, attributes={})"
NC_013161.1,"IntegerElement(395962, attributes={})"
NZ_CP022041.1,"IntegerElement(28132, attributes={})"
NZ_CP044163.1,"IntegerElement(195, attributes={})"
NZ_CP009749.1,"IntegerElement(1423, attributes={})"
NZ_CP010309.1,"IntegerElement(1295, attributes={})"
NC_021829.3,"IntegerElement(930782, attributes={})"
NZ_CP075441.1,"IntegerElement(29518, attributes={})"
NZ_CP075449.1,"IntegerElement(29518, attributes={})"
NZ_CP075448.1,"IntegerElement(29518, attributes={})"
NZ_CP075447.1,"IntegerElement(29518, attributes={})"
NZ_CP075443.1,"IntegerElement(29518, attributes={})"
NZ_CP038850.1,"IntegerElement(1280, attributes={})"
NC_022777.1,"IntegerElement(1231072, attributes={})"
NZ_CP011262.1,"IntegerElement(2103, attributes={})"
NZ_CP028226.1,"IntegerElement(1590, attributes={})"
NC_018491.1,"IntegerElement(1217984, attributes={})"
NC_018648.1,"IntegerElement(935198, attributes={})"
NZ_CP010792.1,"IntegerElement(1392, attributes={})"
NZ_CP011105.1,"IntegerElement(446, attributes={})"
NZ_CP011059.1,"IntegerElement(172045, attributes={})"
NZ_CP035007.1,"IntegerElement(1295, attributes={})"
NZ_CP033608.1,"IntegerElement(46256, attributes={})"
NZ_AP024552.1,"IntegerElement(666, attributes={})"
NZ_CP005973.1,"IntegerElement(658445, attributes={})"
NZ_AP017381.1,"IntegerElement(34062, attributes={})"
NZ_CP007782.1,"IntegerElement(95486, attributes={})"
NZ_AP017375.1,"IntegerElement(1807358, attributes={})"
NZ_CP007757.1,"IntegerElement(213554, attributes={})"
NZ_CP075208.1,"IntegerElement(29518, attributes={})"
NZ_CP069512.1,"IntegerElement(161879, attributes={})"
NZ_CP075249.1,"IntegerElement(29518, attributes={})"
NZ_CP075248.1,"IntegerElement(29518, attributes={})"
NZ_CP008853.1,"IntegerElement(1392, attributes={})"
NZ_CP075213.1,"IntegerElement(29518, attributes={})"
NZ_CP031182.1,"IntegerElement(1580, attributes={})"
NZ_CP007539.1,"IntegerElement(1280, attributes={})"
NZ_CP007518.2,"IntegerElement(1448139, attributes={})"
